feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id,label_model,prob
V1,17.991927,V3,V3,1452.321822,V0,V3,4.0,V2,V0,3.0,V3,38.562627,none,V2,2.0,V2,2.0,yes,yes,0,29,0,0.8459668755531311
V0,47.268408,V2,V3,7739.739763,V0,V3,2.0,V2,V0,3.0,V3,27.688834,none,V2,1.0,V2,1.0,none,yes,0,29,1,0.6623432636260986
V3,23.347304,V0,V0,10151.443273,V3,V2,2.0,V2,V0,3.0,V0,38.841769,bank,V1,2.0,V2,1.0,none,yes,0,29,0,0.8527582883834839
V0,16.903683,V4,V5,1154.540839,V0,V1,4.0,V1,V2,1.0,V0,26.309213,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.7048006057739258
V3,11.644635,V3,V2,1172.2316,V4,V4,4.0,V2,V0,4.0,V1,45.694502,none,V1,2.0,V1,2.0,none,yes,0,29,0,0.959827184677124
V1,23.931997,V2,V3,4131.998322,V0,V4,3.0,V2,V0,4.0,V0,39.534857,none,V1,1.0,V2,2.0,none,no,0,29,0,0.9225431084632874
V3,8.453544,V2,V0,2398.900717,V0,V3,1.0,V2,V0,4.0,V2,23.403476,none,V0,1.0,V1,2.0,none,yes,0,29,0,0.959140956401825
V0,41.473907,V2,V0,11147.252417,V0,V4,4.0,V2,V0,4.0,V3,38.86531,none,V2,1.0,V3,1.0,none,yes,0,29,1,0.7839349508285522
V3,12.516888,V3,V3,2223.987995,V0,V4,4.0,V2,V0,2.0,V1,58.012582,bank,V1,2.0,V3,1.0,yes,yes,0,29,0,0.9404327273368835
V3,10.56465,V4,V1,1409.019352,V4,V2,3.0,V2,V0,2.0,V2,31.996139,none,V1,2.0,V2,2.0,none,yes,0,29,0,0.993728756904602
V3,22.92001,V2,V0,1498.550412,V1,V3,4.0,V2,V0,3.0,V0,28.016365,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9309207201004028
V1,23.760738,V2,V0,10698.560945,V1,V2,4.0,V2,V0,2.0,V1,33.508403,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.7576793432235718
V0,22.632615,V2,V3,2431.433228,V0,V2,4.0,V2,V0,2.0,V2,34.160642,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.5021405220031738
V3,8.132867,V1,V2,1454.339931,V0,V1,4.0,V3,V0,2.0,V1,28.078278,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.6870414614677429
V1,6.413638,V3,V3,1662.066043,V3,V3,2.0,V2,V2,4.0,V0,42.826063,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9960669875144958
V3,12.151012,V4,V0,1483.755158,V3,V2,2.0,V0,V0,2.0,V2,33.196467,none,V1,2.0,V1,1.0,none,yes,0,29,0,0.9463940858840942
V2,24.430117,V2,V0,1067.437337,V0,V3,4.0,V2,V0,3.0,V0,34.151335,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9172830581665039
V3,6.031358,V2,V1,1104.419707,V4,V2,3.0,V2,V0,2.0,V0,28.695056,none,V1,1.0,V3,2.0,none,yes,0,29,0,0.9950673580169678
V3,11.612565,V2,V9,2514.549136,V4,V2,4.0,V1,V0,3.0,V1,36.930061,stores,V0,1.0,V1,1.0,none,yes,0,29,0,0.9551196694374084
V1,17.214177,V2,V2,1230.559866,V1,V2,4.0,V2,V0,2.0,V1,37.340279,none,V0,1.0,V1,2.0,none,yes,0,29,1,0.5938966274261475
V2,12.134912,V2,V0,1155.04483,V3,V0,4.0,V2,V0,2.0,V3,60.408806,bank,V2,1.0,V0,1.0,yes,yes,0,29,1,0.6571143865585327
V3,35.601775,V2,V0,6179.414004,V0,V4,4.0,V2,V0,4.0,V2,50.724972,none,V2,1.0,V2,2.0,none,yes,0,29,0,0.923430323600769
V3,25.377245,V0,V2,1917.3913,V4,V1,3.0,V3,V1,1.0,V3,24.039106,none,V0,1.0,V1,1.0,none,yes,0,29,1,0.9278304576873779
V3,13.979478,V2,V3,1384.90361,V4,V3,4.0,V3,V0,3.0,V2,18.570601,none,V0,2.0,V2,1.0,yes,yes,0,29,0,0.948394775390625
V0,8.453913,V3,V0,917.669622,V0,V4,1.0,V2,V0,2.0,V1,58.858334,stores,V1,1.0,V2,2.0,none,yes,0,29,1,0.5308988690376282
V3,18.981188,V4,V0,4006.283315,V4,V2,1.0,V2,V0,4.0,V1,22.620352,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.9492852687835693
V0,9.355094,V2,V2,832.018427,V0,V1,4.0,V3,V0,1.0,V3,39.624946,none,V2,2.0,V0,1.0,none,yes,0,29,1,0.7669026255607605
V1,12.188201,V2,V1,801.949917,V1,V4,4.0,V3,V0,4.0,V0,32.34396,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.7634852528572083
V2,24.203803,V2,V2,4244.816966,V0,V2,2.0,V1,V0,2.0,V0,22.125399,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.6183713674545288
V1,16.456868,V2,V1,2167.319793,V0,V1,4.0,V1,V0,1.0,V0,23.723497,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.5571742057800293
V1,9.74018,V4,V3,1582.049524,V0,V2,4.0,V2,V0,2.0,V1,19.763451,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9407108426094055
V1,8.214148,V4,V0,351.52878,V1,V2,4.0,V1,V0,4.0,V1,27.661041,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.8250851631164551
V2,12.048091,V2,V0,650.017963,V4,V2,4.0,V1,V0,4.0,V0,38.374995,none,V0,2.0,V2,1.0,none,yes,0,29,0,0.7235506772994995
V3,55.744817,V2,V6,3882.049822,V4,V2,4.0,V2,V0,2.0,V2,27.897784,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.8765391111373901
V3,11.936569,V2,V9,1035.596373,V0,V3,1.0,V3,V0,4.0,V1,22.503588,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.9315826296806335
V3,24.884408,V4,V0,3823.023966,V4,V4,4.0,V2,V0,4.0,V2,37.28444,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.956946611404419
V3,24.884396,V2,V6,1026.886901,V0,V2,4.0,V2,V0,2.0,V0,29.654082,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.8875011205673218
V3,18.138093,V4,V3,1807.488349,V4,V3,1.0,V1,V0,1.0,V1,32.293253,none,V1,3.0,V1,1.0,none,yes,0,29,0,0.9907652735710144
V0,31.751641,V2,V0,10746.488325,V0,V3,2.0,V2,V0,3.0,V3,31.961911,bank,V2,1.0,V2,1.0,none,yes,0,29,1,0.6861567497253418
V2,60.760404,V4,V0,2407.242331,V4,V3,4.0,V2,V0,2.0,V1,46.081715,none,V1,1.0,V2,2.0,none,no,0,29,0,0.9730976223945618
V1,25.437238,V2,V3,3262.355685,V2,V2,2.0,V2,V0,3.0,V1,32.92417,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.8784213066101074
V3,11.934088,V2,V0,2120.791304,V0,V4,4.0,V2,V0,4.0,V2,44.256622,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9491273760795593
V0,23.124989,V4,V3,9401.207478,V3,V2,2.0,V2,V0,2.0,V2,23.886282,none,V0,2.0,V1,2.0,none,yes,0,29,0,0.9491180181503296
V1,16.47471,V2,V3,4636.183403,V2,V4,2.0,V1,V2,4.0,V1,35.981662,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.7464597225189209
V0,25.41123,V0,V3,2776.311087,V0,V3,1.0,V2,V0,3.0,V0,25.098287,none,V2,1.0,V2,1.0,none,yes,0,29,1,0.9923426508903503
V3,6.616836,V2,V3,1504.573638,V2,V2,4.0,V2,V0,2.0,V2,39.211378,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9629728198051453
V1,19.590467,V4,V2,2512.455828,V1,V1,4.0,V2,V0,4.0,V2,22.898115,none,V1,2.0,V1,2.0,none,yes,0,29,0,0.6289167404174805
V0,24.057569,V2,V0,1167.177888,V0,V4,4.0,V1,V0,1.0,V1,62.70501,none,V1,1.0,V3,1.0,none,yes,0,29,1,0.6430589556694031
V3,24.192247,V2,V3,776.928694,V4,V2,4.0,V2,V0,2.0,V2,33.102134,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9590424299240112
V1,18.172115,V1,V1,1353.171666,V0,V3,4.0,V1,V1,3.0,V1,35.605524,none,V0,1.0,V2,1.0,yes,yes,0,29,1,0.766276478767395
V0,23.184652,V2,V0,2702.888581,V1,V1,2.0,V2,V0,4.0,V1,33.344981,none,V1,1.0,V1,1.0,none,yes,0,29,1,0.8573136925697327
V0,17.270377,V4,V3,1945.713462,V0,V2,2.0,V3,V0,4.0,V0,20.528404,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.7164852023124695
V1,12.334312,V4,V4,844.143539,V0,V0,4.0,V2,V0,4.0,V2,29.298976,none,V1,2.0,V3,1.0,none,yes,0,29,0,0.5602836608886719
V0,27.63941,V2,V3,1451.751117,V0,V1,4.0,V0,V0,3.0,V2,28.712054,none,V0,1.0,V2,1.0,none,yes,0,29,1,0.9550756216049194
V3,11.933836,V2,V1,1255.754857,V4,V0,3.0,V2,V0,3.0,V1,25.916835,none,V1,1.0,V0,1.0,none,yes,0,29,0,0.9825618267059326
V3,31.200705,V2,V3,3609.629167,V0,V4,2.0,V1,V0,2.0,V0,22.718616,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9822521209716797
V3,24.491733,V2,V0,2381.520883,V1,V4,2.0,V1,V0,3.0,V1,28.282046,bank,V1,1.0,V1,1.0,none,yes,0,29,0,0.8139378428459167
V1,25.25665,V3,V0,476.043092,V0,V4,4.0,V2,V0,4.0,V2,28.700628,none,V1,2.0,V1,1.0,none,yes,0,29,1,0.7592219710350037
V0,11.763898,V3,V8,824.394501,V0,V3,3.0,V1,V1,4.0,V1,32.336871,none,V1,2.0,V3,1.0,yes,yes,0,29,0,0.8323413729667664
V0,55.165052,V4,V0,8614.094795,V0,V4,3.0,V2,V0,4.0,V2,60.730578,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.8780643939971924
V3,11.957956,V1,V1,2366.468026,V1,V3,2.0,V2,V0,2.0,V2,31.648772,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.9209831953048706
V0,23.868358,V4,V3,9458.633464,V0,V2,2.0,V1,V0,2.0,V2,24.261055,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.6838514804840088
V1,46.106843,V4,V3,3738.423454,V4,V4,2.0,V1,V0,4.0,V0,60.574132,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9730738401412964
V1,5.912662,V4,V3,1944.540517,V0,V3,1.0,V1,V0,4.0,V2,43.390534,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9963117837905884
V3,11.817625,V3,V0,1521.230651,V4,V2,4.0,V1,V0,1.0,V1,41.681312,none,V0,1.0,V2,2.0,none,yes,0,29,0,0.9803346991539001
V3,8.974146,V1,V0,640.165152,V0,V2,3.0,V2,V0,2.0,V2,27.44197,bank,V0,1.0,V3,1.0,yes,yes,0,29,0,0.7939054369926453
V3,24.36748,V2,V3,9549.522944,V0,V2,4.0,V3,V0,2.0,V2,28.244557,none,V0,1.0,V2,1.0,yes,yes,0,29,0,0.9655458331108093
V3,12.225666,V4,V1,3498.502737,V0,V1,4.0,V0,V0,2.0,V0,19.821036,none,V1,2.0,V3,1.0,yes,yes,0,29,0,0.96454256772995
V3,7.795994,V4,V3,1230.597617,V0,V4,4.0,V0,V0,4.0,V0,27.306981,none,V1,2.0,V1,1.0,none,yes,0,29,0,0.996001124382019
V2,7.042156,V2,V9,1162.271552,V0,V4,4.0,V2,V0,4.0,V0,45.98991,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.9342286586761475
V1,45.283952,V2,V3,2227.842589,V3,V0,3.0,V2,V0,2.0,V2,33.202929,none,V0,1.0,V0,2.0,none,yes,0,29,1,0.6234697103500366
V0,35.981186,V2,V0,14177.869054,V0,V2,3.0,V2,V0,1.0,V2,36.658479,none,V0,1.0,V2,1.0,yes,yes,0,29,1,0.7502140402793884
V3,17.973509,V2,V9,2352.116596,V0,V0,4.0,V1,V0,2.0,V3,39.291266,none,V1,1.0,V3,2.0,yes,yes,0,29,1,0.612377941608429
V0,47.244424,V3,V6,2865.699796,V0,V4,4.0,V3,V0,4.0,V3,23.432788,stores,V2,2.0,V1,1.0,none,yes,0,29,1,0.9673063158988953
V3,19.146082,V2,V6,1694.768169,V4,V1,4.0,V2,V0,1.0,V2,22.953295,none,V1,1.0,V1,1.0,yes,yes,0,29,0,0.838568925857544
V3,24.171891,V2,V4,4012.047408,V0,V3,2.0,V2,V2,3.0,V1,45.11085,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9699978828430176
V1,22.275096,V2,V0,1585.656791,V0,V1,4.0,V2,V0,1.0,V0,28.621498,none,V1,1.0,V1,1.0,none,yes,0,29,1,0.5285099148750305
V0,51.096387,V2,V0,10046.596441,V0,V2,3.0,V1,V1,2.0,V2,33.773024,none,V1,1.0,V2,1.0,none,yes,0,29,1,0.8503478169441223
V1,51.114592,V2,V9,4297.232457,V0,V1,1.0,V2,V0,3.0,V3,35.293468,none,V2,1.0,V3,2.0,none,yes,0,29,0,0.5261805057525635
V0,25.340845,V2,V1,3994.937715,V4,V1,4.0,V2,V0,1.0,V0,32.857846,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.8438636064529419
V0,11.836143,V0,V2,676.295606,V0,V2,4.0,V2,V0,2.0,V2,25.326351,none,V1,2.0,V2,1.0,none,yes,0,29,1,0.9520289301872253
V0,16.486848,V4,V0,993.495865,V0,V1,4.0,V2,V0,3.0,V0,27.477029,stores,V1,2.0,V2,1.0,none,yes,0,29,1,0.6623835563659668
V3,12.289558,V4,V0,2191.746672,V2,V1,2.0,V2,V0,3.0,V2,43.940951,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9866740703582764
V1,19.435583,V2,V0,1453.431041,V0,V2,4.0,V2,V0,1.0,V2,36.69187,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.5039997100830078
V1,17.539002,V2,V0,1317.533887,V0,V0,4.0,V3,V0,4.0,V2,43.001779,bank,V0,1.0,V3,1.0,yes,yes,0,29,1,0.7717778086662292
V1,15.848646,V0,V0,1110.666957,V1,V4,4.0,V2,V0,4.0,V2,27.176473,none,V1,2.0,V2,1.0,yes,yes,0,29,1,0.9654329419136047
V1,12.449175,V3,V3,2307.041753,V1,V2,4.0,V1,V0,2.0,V2,24.239357,none,V0,2.0,V2,1.0,none,yes,0,29,1,0.6062812209129333
V3,11.471427,V4,V10,1047.453155,V2,V2,4.0,V2,V0,2.0,V0,32.966437,none,V0,2.0,V1,1.0,yes,yes,0,29,0,0.971449613571167
V1,43.528629,V3,V0,3687.941266,V0,V1,3.0,V2,V0,4.0,V2,28.554979,none,V1,1.0,V1,1.0,none,yes,0,29,1,0.8432369232177734
V3,42.507108,V4,V3,4688.590624,V4,V1,2.0,V2,V0,3.0,V0,61.241393,none,V0,3.0,V2,1.0,none,no,0,29,0,0.9970645904541016
V0,12.135525,V0,V9,612.456221,V4,V0,4.0,V2,V0,2.0,V1,29.415936,none,V2,2.0,V2,2.0,none,yes,0,29,1,0.9861806035041809
V3,18.183731,V2,V3,2645.581632,V0,V1,4.0,V2,V0,4.0,V2,28.221368,none,V1,1.0,V1,2.0,none,no,0,29,0,0.9928845167160034
V0,50.438628,V2,V2,6472.224308,V1,V4,2.0,V1,V0,4.0,V2,22.380682,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.6991709470748901
V1,35.512237,V4,V0,9169.622067,V4,V3,3.0,V1,V0,1.0,V3,22.636154,none,V2,2.0,V3,1.0,none,yes,0,29,0,0.8240171670913696
V2,23.867872,V4,V0,1954.990575,V0,V4,4.0,V2,V0,4.0,V2,59.660937,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9664080739021301
V3,19.304799,V3,V2,880.298122,V4,V2,4.0,V2,V0,4.0,V1,34.544632,none,V0,2.0,V3,1.0,yes,yes,0,29,0,0.9348958134651184
V1,19.723179,V0,V9,1477.145571,V4,V2,4.0,V2,V0,2.0,V0,28.554291,bank,V1,1.0,V2,1.0,none,yes,0,29,0,0.7906444072723389
V0,36.928864,V0,V3,2818.719258,V0,V0,2.0,V2,V0,4.0,V3,54.041713,none,V2,1.0,V2,1.0,yes,yes,0,29,1,0.7316755652427673
V3,16.994369,V4,V2,1756.501625,V0,V2,4.0,V1,V0,2.0,V0,43.091014,none,V1,2.0,V1,1.0,none,yes,0,29,0,0.9919064044952393
V0,36.408171,V2,V2,2443.171166,V4,V4,4.0,V2,V0,4.0,V0,39.287398,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.7321699857711792
V0,12.507011,V2,V3,978.082848,V0,V1,4.0,V3,V0,1.0,V2,36.606328,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.5000340938568115
V0,42.569767,V2,V0,2594.026648,V0,V4,2.0,V1,V0,3.0,V0,34.323176,bank,V1,1.0,V1,1.0,none,yes,0,29,1,0.8905082941055298
V0,5.426087,V2,V3,3425.381332,V0,V2,1.0,V1,V1,1.0,V1,41.184264,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9708647727966309
V1,24.844932,V2,V0,8959.649444,V0,V2,4.0,V0,V0,4.0,V3,34.596045,none,V2,1.0,V2,1.0,yes,yes,0,29,1,0.5210506916046143
V3,8.529183,V4,V3,1439.783885,V3,V2,2.0,V2,V0,2.0,V0,21.606601,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.9932957291603088
V0,10.827227,V2,V2,3696.081409,V0,V2,1.0,V2,V0,2.0,V0,23.122656,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.737143874168396
V0,17.291341,V2,V3,1004.681033,V4,V4,4.0,V0,V0,4.0,V1,52.051851,none,V0,1.0,V2,2.0,none,yes,0,29,0,0.9198423027992249
V0,38.398167,V2,V2,7483.223856,V0,V3,3.0,V3,V0,3.0,V3,22.601991,bank,V0,1.0,V2,2.0,none,yes,0,29,1,0.9556224942207336
V1,31.221689,V1,V0,3925.766523,V1,V1,4.0,V2,V0,3.0,V2,32.475712,none,V0,2.0,V2,1.0,none,yes,0,29,1,0.9812554717063904
V0,49.588045,V4,V9,9675.683236,V0,V1,2.0,V2,V0,3.0,V2,54.041817,bank,V1,2.0,V2,1.0,yes,yes,0,29,1,0.713903546333313
V1,24.41541,V3,V0,3268.735333,V0,V4,3.0,V3,V0,4.0,V3,29.450764,none,V2,1.0,V2,1.0,yes,yes,0,29,0,0.6773114204406738
V0,16.156716,V4,V0,1527.424141,V0,V3,4.0,V2,V0,2.0,V1,26.180964,none,V0,3.0,V2,2.0,yes,yes,0,29,0,0.6052820682525635
V0,16.760952,V4,V3,2105.151629,V0,V1,2.0,V1,V0,4.0,V3,23.342127,none,V2,1.0,V2,1.0,none,yes,0,29,1,0.6356132626533508
V3,21.486016,V2,V1,1392.611704,V0,V4,3.0,V1,V0,3.0,V2,33.649332,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.6432777643203735
V3,12.027776,V4,V2,2720.627905,V0,V3,4.0,V2,V0,2.0,V1,58.554134,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9809078574180603
V3,38.366596,V2,V0,9119.484373,V0,V2,3.0,V2,V0,2.0,V2,28.178437,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.8545565605163574
V2,10.33915,V3,V9,3330.413839,V0,V3,1.0,V2,V0,1.0,V2,42.43279,none,V1,1.0,V2,2.0,none,yes,0,29,0,0.9773002862930298
V1,6.892187,V3,V0,1618.573786,V0,V0,4.0,V2,V0,3.0,V2,26.171875,bank,V1,2.0,V0,1.0,none,yes,0,29,0,0.5993116497993469
V0,17.759064,V4,V1,1345.680387,V0,V4,4.0,V3,V1,2.0,V3,59.589349,none,V2,1.0,V2,1.0,none,yes,0,29,0,0.8525682091712952
V2,39.837531,V2,V3,5916.304739,V4,V3,1.0,V1,V0,4.0,V1,28.881899,none,V1,1.0,V1,1.0,yes,yes,0,29,0,0.910993218421936
V3,39.543015,V2,V3,5062.618367,V0,V1,4.0,V2,V0,1.0,V2,24.856709,none,V1,1.0,V1,2.0,none,yes,0,29,0,0.8039190173149109
V0,11.944706,V2,V3,955.815593,V0,V2,1.0,V2,V0,4.0,V1,24.14958,none,V1,1.0,V2,2.0,yes,yes,0,29,1,0.54970383644104
V3,11.761558,V4,V2,743.34533,V0,V1,4.0,V2,V1,4.0,V1,24.412911,bank,V0,1.0,V2,1.0,none,yes,0,29,1,0.560118556022644
V2,18.173162,V2,V6,2531.687934,V0,V4,2.0,V2,V0,4.0,V3,42.161027,none,V2,1.0,V3,1.0,yes,yes,0,29,0,0.6253448724746704
V3,16.375068,V4,V3,2424.489836,V4,V2,2.0,V2,V0,2.0,V2,33.698934,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9893847703933716
V2,36.504958,V2,V9,5859.882919,V3,V2,3.0,V2,V0,2.0,V2,35.85234,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.7207151651382446
V0,43.031605,V3,V9,8096.27659,V0,V4,3.0,V2,V0,2.0,V2,20.629968,none,V0,1.0,V2,2.0,none,yes,0,29,1,0.8387607336044312
V1,23.680685,V4,V0,4358.85907,V1,V3,3.0,V3,V0,2.0,V3,33.722275,none,V1,2.0,V2,1.0,none,no,0,29,0,0.9710364937782288
V3,26.599002,V1,V2,7404.923679,V4,V3,1.0,V2,V0,4.0,V3,28.72242,bank,V2,1.0,V2,1.0,yes,yes,0,29,0,0.7674455642700195
V3,32.645053,V2,V2,13319.955148,V0,V2,2.0,V2,V0,2.0,V3,33.503829,bank,V2,1.0,V1,1.0,none,yes,0,29,0,0.8771603107452393
V3,12.065181,V2,V3,802.482711,V0,V2,3.0,V2,V0,2.0,V2,27.655471,none,V1,1.0,V3,2.0,none,yes,0,29,0,0.9098706245422363
V3,45.361667,V2,V2,2796.596785,V0,V3,3.0,V2,V0,3.0,V2,44.029027,none,V1,1.0,V2,2.0,none,yes,0,29,0,0.9361855387687683
V0,7.231755,V0,V3,891.284121,V0,V3,4.0,V2,V0,3.0,V3,33.733999,stores,V2,2.0,V2,2.0,none,yes,0,29,1,0.8201805353164673
V3,12.302035,V1,V8,3502.299667,V4,V3,2.0,V2,V0,3.0,V2,33.668454,stores,V1,1.0,V2,2.0,yes,yes,0,29,0,0.9974547624588013
V0,16.779234,V2,V9,1465.361806,V0,V0,4.0,V2,V0,2.0,V2,38.908149,none,V1,1.0,V0,1.0,none,yes,0,29,1,0.6289103627204895
V0,20.623158,V4,V0,2509.098752,V0,V2,4.0,V0,V0,1.0,V2,25.319065,none,V1,3.0,V1,1.0,none,yes,0,29,0,0.8025345802307129
V3,16.692708,V2,V0,2465.116636,V0,V2,2.0,V2,V0,2.0,V0,33.420659,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.8961021304130554
V1,16.229613,V3,V2,1967.939511,V1,V0,1.0,V1,V0,4.0,V0,33.219469,none,V1,2.0,V3,1.0,yes,yes,0,29,1,0.6787444353103638
V1,18.907224,V4,V2,1719.19548,V3,V2,4.0,V1,V0,3.0,V0,42.813526,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9777517318725586
V3,24.177015,V4,V0,1480.386148,V4,V2,4.0,V1,V0,4.0,V2,26.135248,none,V0,2.0,V2,1.0,yes,yes,0,29,0,0.8529740571975708
V0,35.348831,V2,V1,3069.683519,V1,V1,4.0,V1,V2,1.0,V1,28.422712,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.5744741559028625
V1,17.374689,V4,V2,11572.47886,V0,V4,1.0,V2,V0,4.0,V2,39.052537,none,V1,2.0,V2,1.0,none,no,0,29,0,0.9904865622520447
V3,11.66692,V2,V3,1735.441856,V4,V4,3.0,V1,V0,4.0,V2,60.535086,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9728615880012512
V0,6.426497,V4,V10,1720.84469,V1,V3,1.0,V2,V0,2.0,V2,43.165689,none,V1,2.0,V3,1.0,yes,yes,0,29,0,0.9928342700004578
V3,24.275393,V2,V2,3685.09963,V4,V1,3.0,V2,V0,3.0,V2,38.466149,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9508679509162903
V0,9.573481,V3,V3,1243.228811,V0,V2,2.0,V2,V0,1.0,V1,22.848702,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9545419216156006
V3,15.09524,V3,V1,1658.939909,V0,V1,4.0,V2,V0,4.0,V2,40.890564,bank,V1,1.0,V2,2.0,yes,yes,0,29,0,0.9742160439491272
V1,45.843821,V2,V2,2170.329192,V4,V2,4.0,V2,V0,2.0,V2,34.563885,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.8107948899269104
V1,18.614316,V2,V9,2189.930152,V3,V3,3.0,V2,V0,1.0,V1,21.093685,stores,V1,1.0,V2,2.0,none,yes,0,29,0,0.539604127407074
V1,43.42027,V2,V5,1579.625363,V0,V0,4.0,V1,V0,1.0,V2,26.65853,none,V1,2.0,V2,1.0,none,yes,0,29,1,0.991234540939331
V3,15.098209,V2,V3,922.979544,V0,V2,4.0,V1,V0,2.0,V3,24.145867,none,V2,1.0,V1,1.0,none,yes,0,29,0,0.5897101163864136
V1,24.813337,V3,V0,9333.669522,V3,V1,3.0,V2,V0,1.0,V1,30.272515,none,V1,1.0,V1,2.0,none,yes,0,29,0,0.6591979265213013
V3,24.82432,V2,V0,3895.121003,V4,V1,3.0,V1,V1,2.0,V3,23.436439,none,V2,1.0,V2,1.0,none,yes,0,29,0,0.7286357283592224
V1,33.747756,V2,V0,3536.686482,V1,V4,4.0,V2,V0,4.0,V0,43.908629,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.5142936706542969
V3,34.44994,V1,V2,10548.666635,V0,V1,1.0,V2,V0,3.0,V3,27.284721,none,V2,2.0,V2,1.0,yes,yes,0,29,1,0.8282297253608704
V1,11.890385,V4,V1,2350.369531,V4,V2,2.0,V2,V0,2.0,V0,32.119074,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.989536702632904
V3,16.086123,V2,V3,1118.4683,V4,V2,4.0,V2,V0,4.0,V0,42.879296,bank,V1,1.0,V2,1.0,none,yes,0,29,0,0.8807071447372437
V1,34.810367,V2,V3,5984.258353,V4,V2,1.0,V2,V2,1.0,V1,34.668244,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9737958908081055
V0,11.836063,V2,V3,1014.770615,V0,V3,4.0,V2,V0,1.0,V0,52.995283,none,V1,3.0,V2,1.0,none,yes,0,29,0,0.8520262241363525
V3,23.969613,V3,V3,4674.046002,V0,V4,3.0,V2,V0,4.0,V2,32.480255,bank,V1,2.0,V1,1.0,none,yes,0,29,0,0.9709206223487854
V3,11.88412,V4,V9,4944.193715,V0,V2,2.0,V1,V0,4.0,V2,23.102576,none,V0,2.0,V3,1.0,yes,yes,0,29,0,0.7199763059616089
V0,23.115095,V3,V0,4221.19281,V0,V2,3.0,V1,V0,3.0,V1,23.538096,none,V0,4.0,V2,1.0,none,yes,0,29,1,0.9742590188980103
V1,26.577073,V4,V0,8691.11667,V0,V1,2.0,V1,V0,3.0,V3,21.411298,none,V1,2.0,V2,1.0,none,yes,0,29,1,0.7891712784767151
V3,11.953976,V2,V1,1447.861054,V0,V1,2.0,V1,V0,2.0,V2,56.678659,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9483380913734436
V3,24.788935,V2,V0,11214.866405,V3,V2,1.0,V1,V0,4.0,V2,27.082606,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.8356552124023438
