feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
0,17.499391,1,3,2875.207285,0,3,1,2,0,0,2,27.077631,0,1,0,2,2.0,1,1,0
1,18.426718,4,4,3792.024724,0,4,1,2,1,0,3,49.8366,1,2,1,1,1.0,0,1,0
1,11.959101,2,4,1043.419742,4,1,3,1,0,0,3,23.022293,1,2,0,3,1.0,0,1,1
3,10.762357,4,3,1336.610183,4,3,0,1,0,3,0,41.954149,1,1,1,3,1.0,1,1,0
0,23.960481,2,2,1498.019699,0,2,3,2,0,2,0,40.250323,1,1,0,2,2.0,0,1,0
3,17.466498,2,0,1679.386077,0,3,1,2,0,1,3,32.837241,1,2,0,2,2.0,0,1,1
3,25.059273,2,0,1448.69257,0,0,3,3,0,3,2,32.258628,1,1,0,3,1.0,1,1,0
0,48.423917,2,3,9330.329074,0,4,3,2,0,3,1,40.088624,0,1,0,3,1.0,1,1,1
1,36.714695,4,3,11611.580769,0,3,1,1,1,3,3,37.645081,0,2,0,2,1.0,0,1,0
3,11.957956,1,1,2366.468026,1,3,1,2,0,1,2,31.648772,1,0,0,2,1.0,0,1,0
3,35.859667,2,3,3689.040404,4,4,3,2,0,3,2,38.777715,1,1,0,2,1.0,0,1,1
3,43.953077,2,7,13992.759652,2,1,3,1,0,3,3,24.243913,0,2,0,1,1.0,0,1,1
1,12.124105,1,0,3286.341274,0,3,3,1,0,3,2,22.213325,2,1,0,2,1.0,1,1,1
1,14.519601,4,0,2096.586722,1,3,3,2,0,1,2,56.333141,1,1,1,1,2.0,0,1,0
2,46.694957,2,10,3324.57121,1,3,1,1,1,2,0,23.299903,1,1,0,2,1.0,1,1,1
3,10.677845,4,0,2393.186471,0,2,1,1,0,2,1,57.780794,1,1,0,2,1.0,0,1,0
2,10.071311,4,10,740.716444,0,4,3,1,0,3,0,40.603018,1,1,1,2,1.0,0,1,0
3,25.423213,2,4,3892.748531,0,2,1,1,0,0,2,44.349901,1,1,0,2,1.0,0,1,0
1,23.549984,4,1,2199.993335,0,4,3,1,0,3,0,47.283863,0,1,1,2,1.0,1,1,0
3,11.665391,4,4,3272.052877,1,0,1,1,0,3,0,49.480861,1,1,2,0,1.0,1,1,0
0,9.363795,0,4,1144.57501,0,4,1,2,0,1,3,43.10831,0,2,1,2,1.0,1,1,1
3,36.019657,3,0,4789.820502,0,2,3,1,0,2,2,19.299585,1,1,0,2,1.0,0,1,0
1,24.556961,2,1,3051.271761,2,3,2,3,0,1,3,33.29841,1,1,0,2,1.0,1,1,0
1,22.826945,3,4,2055.577752,0,3,3,2,0,3,2,31.050103,1,1,1,2,1.0,1,1,0
3,11.30119,4,3,483.935396,0,4,0,2,0,1,0,58.363962,1,1,1,2,1.0,0,1,0
2,17.855495,4,10,2440.237716,0,4,1,2,0,3,1,32.033496,1,1,1,2,1.0,0,1,1
3,16.409281,2,6,4232.587007,1,1,1,2,0,2,1,23.452611,1,1,0,1,1.0,1,1,0
3,24.000046,2,4,1701.384444,1,2,3,3,0,3,1,23.407165,1,1,0,1,1.0,0,1,0
3,12.257217,2,3,2486.555026,0,2,2,1,0,1,2,25.202006,1,1,0,1,1.0,1,1,0
3,17.780059,2,1,484.582472,1,3,3,2,0,1,1,32.85724,1,1,0,2,1.0,0,1,0
0,11.623413,2,7,1490.447297,0,1,3,2,0,3,1,35.871028,1,0,1,1,1.0,0,1,0
1,11.537299,2,4,2389.493306,0,3,1,2,0,2,2,33.937168,0,1,0,1,1.0,0,1,0
1,32.90945,2,0,3594.573184,3,1,3,3,0,3,3,21.984887,1,1,0,0,1.0,0,1,1
3,7.168273,2,3,1762.987578,0,4,0,2,0,1,1,36.501948,1,0,0,2,1.0,0,1,0
0,12.514589,4,3,2626.260655,0,4,3,2,0,2,2,42.250619,0,1,2,1,2.0,0,1,0
3,18.682391,2,4,1204.971114,4,2,3,1,1,0,1,28.20973,1,1,0,2,1.0,1,1,0
3,11.874854,2,3,939.344121,4,2,3,1,0,3,0,28.462191,1,1,0,3,1.0,1,1,0
3,11.920673,2,0,1323.938006,1,2,1,3,0,1,1,26.116877,1,1,0,1,1.0,1,0,0
3,10.522213,4,4,1532.179881,1,1,0,2,0,0,1,20.114059,1,1,0,2,1.0,0,1,0
0,25.240574,2,4,3751.360094,0,2,1,0,0,3,0,36.154245,1,0,0,2,1.0,1,1,0
1,7.589765,2,4,1466.938776,4,2,2,1,0,1,1,28.850779,1,1,0,1,1.0,0,1,0
0,12.372787,2,3,557.264898,0,3,3,2,0,0,1,37.207725,1,0,0,2,1.0,1,1,0
0,21.169575,2,1,546.64296,0,2,3,1,0,3,2,36.333591,1,1,1,1,1.0,0,1,0
0,17.857954,2,0,2568.950405,0,1,1,2,1,1,0,23.820746,2,1,0,2,1.0,0,1,1
3,33.79057,2,4,3589.644015,4,0,3,0,0,3,2,23.363669,1,1,0,2,1.0,1,1,0
1,30.605097,4,0,3299.746729,0,1,1,2,0,2,1,33.960757,0,1,1,2,1.0,0,1,0
2,58.402493,2,0,7848.266012,4,2,1,2,0,1,2,24.281174,1,1,0,3,1.0,0,1,1
3,6.626533,2,4,3037.83775,0,3,1,2,0,1,0,37.783415,1,0,0,3,1.0,1,1,1
3,24.469562,2,4,5164.113889,0,3,0,2,0,3,3,21.864283,1,1,0,1,1.0,0,1,1
0,41.233005,1,4,3618.034089,0,4,3,1,0,3,3,26.662241,1,1,0,1,1.0,0,1,0
0,24.162522,2,6,3321.666041,0,4,2,1,0,1,2,56.752858,1,1,0,2,1.0,0,1,0
3,23.745475,2,4,1588.909649,4,2,3,1,0,3,2,26.11932,1,0,0,1,2.0,0,1,0
0,21.924245,0,5,2726.627129,0,0,2,3,0,1,3,57.193254,2,1,1,2,1.0,0,1,0
1,19.301867,4,7,1658.122047,1,4,3,2,0,1,2,63.370303,1,1,1,2,1.0,1,1,0
0,24.039366,2,1,2351.044489,0,1,3,2,0,2,0,27.149703,1,1,1,1,2.0,0,1,0
3,8.151707,2,10,3153.963715,4,1,0,1,0,1,2,39.11449,1,1,0,0,1.0,0,1,0
1,24.402458,2,4,3982.471892,1,2,1,2,0,2,3,27.27333,1,2,0,2,1.0,1,1,0
3,6.118883,2,10,4091.32455,4,3,0,2,0,1,2,34.218674,1,1,0,2,1.0,1,1,0
1,12.506852,2,1,1005.505532,0,1,0,2,1,3,2,59.836292,1,1,0,2,1.0,1,1,1
1,24.399123,2,0,4502.818277,2,4,0,2,0,1,2,44.883312,1,1,0,2,2.0,0,1,0
0,7.504381,4,4,3663.694943,0,3,0,2,0,2,1,33.939919,1,1,1,2,1.0,0,1,0
3,12.394805,2,7,4482.811657,1,4,0,2,0,1,2,34.219038,1,1,0,3,2.0,1,1,0
3,25.608031,2,9,2104.369624,4,2,3,3,2,3,3,28.518312,1,2,0,1,1.0,0,1,1
1,43.468595,2,0,7778.860528,1,2,1,1,0,3,3,22.699736,0,1,0,1,1.0,0,1,0
1,23.680685,4,0,4358.85907,1,3,2,3,0,1,3,33.722275,1,1,1,2,1.0,0,0,0
3,9.039798,3,9,955.611938,1,3,3,2,0,1,0,40.060823,1,1,1,2,1.0,0,1,0
3,58.080813,2,3,6357.805445,0,3,2,0,0,1,1,32.917921,1,1,1,2,1.0,0,1,1
1,24.153795,2,6,2172.801313,3,2,3,2,0,1,3,26.042151,1,2,0,2,1.0,0,1,0
0,8.567841,1,10,2052.274499,2,2,0,3,0,1,1,28.997212,0,1,0,2,1.0,0,0,0
0,3.610031,2,4,839.729952,0,1,2,1,0,3,0,20.775818,1,0,0,3,1.0,1,1,1
3,23.570865,2,10,4046.896245,0,1,3,2,1,2,2,36.567535,1,1,0,2,1.0,1,1,0
1,44.103246,2,6,9061.701619,0,2,0,0,0,2,2,41.352356,1,1,0,2,1.0,0,1,0
0,7.891923,2,4,1338.328482,4,0,1,1,0,2,0,58.654837,1,1,0,3,1.0,1,1,0
3,12.041656,4,3,3950.844634,0,2,0,2,0,0,2,33.92245,1,0,1,2,1.0,1,1,1
0,12.833601,2,7,1196.173518,0,2,1,2,1,1,0,38.195259,1,1,0,2,1.0,0,1,0
2,41.246789,4,4,7472.069943,0,4,1,2,0,3,3,53.146986,1,2,0,2,1.0,1,1,0
0,24.832576,4,4,11697.637299,1,0,1,2,0,3,3,50.400102,1,1,1,0,2.0,0,1,0
0,9.581264,2,4,1731.181557,0,0,0,3,0,3,2,39.48386,1,0,0,3,1.0,0,1,0
3,11.727462,4,10,2368.22013,4,3,3,0,2,3,2,40.147069,1,1,0,2,1.0,0,1,0
3,25.422482,4,4,3354.97796,0,1,3,2,0,0,2,35.994038,1,1,2,2,1.0,1,1,1
0,42.978834,4,0,8822.398678,0,4,3,2,0,1,2,21.154985,1,0,1,2,1.0,0,1,0
3,8.114158,4,10,997.255756,0,1,3,2,0,1,0,55.485676,1,1,1,3,2.0,1,1,0
0,43.621696,1,0,2455.672747,0,2,3,3,0,1,0,28.137435,0,1,0,2,1.0,1,1,1
0,22.636397,2,6,3522.418823,4,4,0,2,0,3,2,50.663867,2,1,0,3,1.0,1,1,1
3,34.30127,2,4,10686.63081,2,1,1,1,0,2,3,27.968167,1,2,0,2,1.0,1,1,0
0,12.125677,4,4,649.120577,0,1,3,2,0,0,1,25.838955,1,1,0,2,1.0,0,1,1
0,40.751003,2,4,3548.481711,0,2,2,2,0,2,0,26.081684,1,0,0,2,1.0,1,1,0
1,8.124668,2,3,1750.047783,0,1,1,0,0,0,2,25.760889,1,1,0,2,1.0,1,1,0
0,7.288404,1,3,1721.33731,0,2,3,0,0,3,3,33.802814,1,2,0,2,1.0,1,0,0
0,12.540934,2,0,1558.579301,0,3,1,1,0,1,1,26.436482,1,1,1,2,1.0,0,1,0
0,31.579881,2,3,8067.56951,0,2,2,2,0,3,2,29.436466,1,1,0,1,1.0,1,1,0
2,38.682197,2,0,9860.665481,4,4,3,3,0,3,3,32.618692,2,1,0,2,1.0,0,1,0
1,51.370871,2,0,2987.976754,0,4,0,0,0,3,2,28.961753,1,1,0,3,2.0,1,1,1
0,12.060581,2,4,1685.242282,0,4,2,1,0,3,1,71.318838,1,1,0,2,1.0,0,1,0
3,7.178922,4,4,3463.685371,0,3,3,1,0,2,0,43.87164,1,1,0,2,1.0,1,1,0
3,12.039401,2,3,767.731964,0,4,3,1,0,3,1,56.529583,1,1,0,2,1.0,1,1,0
3,6.330247,2,0,1684.59225,0,0,3,1,0,1,0,33.770664,1,1,0,0,1.0,0,1,0
2,16.916123,2,4,3729.507553,0,4,3,2,0,3,1,42.356575,2,1,0,3,1.0,1,1,0
1,23.252466,3,0,4682.38578,0,0,3,2,0,2,2,38.965768,0,1,0,3,1.0,1,1,0
0,8.713215,4,0,1105.824171,0,2,3,2,0,2,1,32.508106,1,0,1,2,1.0,0,1,0
0,12.1603,4,0,877.948497,0,1,3,1,0,3,0,22.703085,1,0,2,1,1.0,0,1,0
3,12.64199,2,0,904.796131,0,0,3,2,0,1,2,45.117569,1,1,0,2,2.0,0,1,0
3,11.929969,4,4,1589.212943,0,4,2,2,0,3,2,38.42491,1,1,1,2,2.0,0,0,0
3,11.742735,4,4,890.687066,1,4,3,2,0,1,0,37.809772,1,1,0,2,1.0,1,1,0
1,6.090688,2,0,1145.062857,0,4,2,2,0,3,1,37.66779,1,0,0,2,1.0,0,1,0
3,12.153417,0,3,549.79189,1,2,3,1,0,0,2,29.291961,1,0,1,2,1.0,0,1,1
3,23.988386,2,0,3927.538666,4,4,3,2,0,3,0,44.556372,0,1,0,3,1.0,1,1,1
1,50.828129,2,0,7344.848078,1,1,1,2,0,3,3,29.625927,0,2,0,2,1.0,0,1,1
3,17.759315,2,1,1828.632168,0,3,3,2,0,3,2,34.952795,0,1,0,3,1.0,0,1,0
1,23.817678,4,4,1753.372904,3,4,3,1,0,2,0,25.858547,1,1,1,2,1.0,0,1,0
1,42.399538,2,3,7386.758845,0,4,0,1,0,1,3,32.275468,1,2,0,1,1.0,0,1,0
0,19.362606,2,3,1437.433546,0,2,2,2,0,2,0,26.522858,1,0,2,2,2.0,0,1,1
1,19.285793,3,7,2063.610608,1,3,3,3,0,2,2,28.200136,1,1,1,2,1.0,0,1,0
1,6.689657,4,1,665.723025,4,2,3,2,0,0,0,34.773375,1,1,1,2,1.0,0,1,0
3,19.302043,3,0,2005.791887,3,3,3,3,0,3,0,23.856205,1,1,1,3,1.0,1,1,0
1,22.837958,2,1,8798.79212,0,2,1,2,2,1,1,29.128064,1,0,0,1,2.0,0,0,0
1,16.863821,2,7,2213.176091,1,2,3,1,0,2,2,28.516682,0,1,1,2,1.0,0,1,0
3,15.267999,3,3,2657.081737,4,4,3,2,0,3,2,32.050315,2,0,1,3,2.0,1,1,0
1,17.396814,2,0,3007.980784,0,4,1,2,0,0,0,32.560584,1,1,0,2,2.0,1,1,0
1,26.064525,2,0,10969.743542,0,2,3,0,0,0,3,40.345511,0,2,0,3,1.0,1,1,0
1,22.656742,2,0,2738.118198,0,4,3,0,0,3,0,44.094515,1,0,0,2,1.0,0,1,0
0,40.982174,2,0,10866.754534,0,1,0,2,0,0,3,29.842906,1,2,0,2,2.0,0,1,1
3,11.933836,2,1,1255.754857,4,0,2,2,0,2,1,25.916835,1,1,0,0,1.0,0,1,0
0,23.761139,2,0,3279.794337,0,3,1,1,0,2,1,22.900158,1,1,0,2,1.0,1,1,0
1,11.896042,4,4,2900.039683,0,3,0,2,2,2,1,20.247306,0,1,1,2,1.0,1,1,0
2,6.443212,2,1,1081.209954,1,2,3,2,0,1,0,32.205023,1,0,0,1,2.0,0,1,0
0,23.694781,2,1,2175.613911,0,4,3,1,1,3,0,20.542276,0,1,0,2,1.0,1,1,1
1,25.176846,4,0,665.088858,2,1,3,2,2,0,0,32.21683,0,2,0,2,1.0,1,1,0
1,37.416111,2,0,2706.291549,1,2,3,1,0,2,0,24.340306,1,1,0,1,1.0,0,1,0
3,35.270521,4,3,16150.265122,1,2,1,2,0,3,0,32.025626,1,1,3,2,2.0,0,1,0
3,39.21632,2,7,6991.259921,0,4,3,1,0,3,0,36.650957,1,1,1,2,1.0,1,1,0
1,47.499668,2,4,2457.72119,0,2,1,1,0,0,0,21.538851,1,2,0,2,1.0,0,1,0
0,12.244151,4,4,2438.007117,0,1,3,2,0,0,1,29.017641,2,1,1,2,2.0,0,1,0
3,22.828595,2,4,3509.132906,0,3,3,2,0,3,1,30.162558,1,1,3,0,1.0,1,1,0
3,18.375367,1,7,1156.852931,2,1,3,1,0,0,0,22.540532,2,1,0,2,2.0,1,1,1
3,19.4381,2,1,464.145073,2,4,3,3,0,3,1,38.243457,0,0,0,2,1.0,0,1,0
3,25.151837,2,4,1673.061255,0,4,1,2,2,3,0,54.780288,1,1,0,2,1.0,0,1,0
3,14.704172,2,10,2744.045784,0,3,3,2,0,0,2,32.254819,1,1,0,1,2.0,0,1,1
2,9.038593,2,0,1754.286095,0,2,3,2,0,3,2,25.487429,1,0,0,2,1.0,0,1,0
3,33.739546,4,4,1708.9875,0,4,3,2,0,3,2,34.601309,1,1,0,2,1.0,0,1,1
0,5.655781,0,3,1556.850487,0,3,0,1,0,1,3,23.7891,0,1,1,3,1.0,1,1,0
0,17.374411,0,3,2410.438504,0,2,1,1,1,1,2,25.898587,1,1,1,2,1.0,1,1,0
1,8.058855,2,1,1724.930421,0,2,3,2,0,3,3,39.015116,1,2,0,2,2.0,1,1,0
0,11.467246,2,0,1482.105107,0,2,0,3,0,3,2,39.787559,1,1,0,1,1.0,0,0,0
0,7.266569,4,3,1237.061168,0,2,0,2,0,0,0,33.493811,0,1,2,2,1.0,0,0,0
1,11.968326,2,4,985.755537,0,4,3,2,0,3,1,32.423933,1,1,0,2,1.0,0,1,1
3,23.246754,3,3,6784.094016,0,1,3,2,0,3,1,25.338797,1,0,1,2,1.0,1,1,0
1,8.791142,2,3,1549.187374,0,4,1,1,0,0,1,59.887654,0,1,0,2,1.0,0,1,0
0,45.863561,2,0,4764.234496,4,1,2,2,0,2,3,24.854239,0,2,0,1,1.0,0,1,1
0,39.706266,4,4,1549.569058,0,1,0,2,0,2,3,27.151941,1,0,1,2,1.0,0,1,1
1,8.22626,4,4,3963.475748,0,4,0,2,0,1,2,23.993732,1,1,0,2,1.0,0,1,0
0,7.549676,2,3,2134.757186,0,4,2,2,0,2,1,34.838105,1,1,0,1,1.0,0,1,0
3,6.045071,4,0,809.886088,1,3,3,1,0,3,3,55.520507,1,2,1,2,1.0,0,1,0
3,18.657842,2,0,1776.498695,4,2,3,1,0,3,1,22.500119,1,1,0,2,1.0,1,1,0
1,12.102909,4,10,1621.360981,0,4,3,1,0,3,2,41.189777,1,1,2,3,1.0,1,1,1
1,38.118633,2,3,6407.705019,4,3,1,2,0,1,0,41.746939,1,1,0,2,1.0,0,1,0
3,7.263766,0,3,1144.305,1,1,3,1,0,1,2,28.36517,1,1,1,2,1.0,1,1,0
3,6.913418,4,3,1410.290097,0,2,0,2,0,1,2,32.937003,1,1,0,2,1.0,1,1,0
3,25.377245,0,3,1917.3913,4,1,2,3,1,0,3,24.039106,1,0,0,1,1.0,0,1,1
3,48.243888,3,1,6399.370373,1,3,0,2,0,1,3,33.945997,2,1,1,2,1.0,0,1,0
3,17.787807,2,4,1670.14023,0,1,1,2,0,3,1,33.027121,1,1,0,1,1.0,0,1,0
2,30.053952,1,3,16112.458353,0,1,3,2,0,0,1,28.748258,0,1,0,2,1.0,1,1,0
3,42.444891,3,3,4027.73272,1,3,3,2,0,2,1,28.211686,1,1,0,2,1.0,0,1,0
3,11.859314,4,0,2579.789767,4,1,0,2,0,2,2,43.79693,1,1,0,2,1.0,1,1,0
0,33.056815,2,0,11292.154897,0,2,2,0,0,3,1,31.538375,1,0,0,2,1.0,0,1,1
3,12.647566,2,0,1886.442778,2,4,2,2,0,3,3,66.271462,1,2,0,3,1.0,1,1,0
3,46.685254,2,10,12816.846389,0,2,3,2,0,2,2,34.62183,1,1,0,2,1.0,0,1,0
3,15.182015,4,1,3770.448817,0,3,2,1,0,0,2,24.704416,1,1,1,2,1.0,1,1,0
1,16.983622,4,7,3793.952069,1,3,2,2,0,3,1,27.653076,1,1,1,2,1.0,0,1,0
0,47.019842,1,0,3807.25771,1,4,3,1,0,2,3,58.293968,0,2,0,3,2.0,0,1,1
0,11.833388,2,3,3535.685334,0,4,1,2,0,3,2,51.78287,1,0,0,2,1.0,0,1,1
1,9.885958,2,0,934.38688,4,1,3,2,0,2,3,27.490598,1,1,0,2,1.0,1,1,1
1,12.188201,2,1,801.949917,1,4,3,3,0,3,0,32.34396,1,1,0,3,1.0,1,1,0
1,9.41208,2,3,1943.25832,1,4,3,2,0,3,0,54.392213,1,1,0,2,1.0,1,1,0
3,21.599352,2,4,9771.831171,0,1,0,2,0,3,2,55.198739,1,0,0,1,1.0,0,1,0
0,38.856348,4,4,3091.649747,4,2,1,0,0,1,3,33.457964,2,2,1,1,1.0,1,1,0
0,23.713042,2,1,8862.522823,0,4,1,2,0,3,3,39.303022,1,2,0,1,1.0,0,1,1
1,34.100566,2,10,5317.697751,0,4,1,1,0,3,3,39.001588,1,2,0,2,1.0,0,1,0
0,12.774809,0,10,2310.565624,0,0,3,1,0,0,3,25.578047,1,2,0,3,1.0,1,1,0
3,11.582227,4,0,912.644938,0,1,3,1,0,2,2,47.098859,1,1,0,2,1.0,1,1,1
1,12.430558,2,0,3544.057766,0,0,0,1,0,2,1,59.598187,1,1,0,3,1.0,1,1,1
1,44.414535,2,3,5685.667799,0,4,3,2,0,3,2,35.599028,1,1,0,3,1.0,1,1,0
1,7.549302,2,3,2629.125177,0,1,0,1,0,1,0,32.188121,1,1,1,1,1.0,0,1,0
0,24.803718,4,4,2079.076676,0,1,2,0,0,1,2,34.316709,1,0,1,2,1.0,0,1,0
0,39.936882,2,0,7492.602535,0,4,1,1,0,3,1,23.602029,1,1,0,3,1.0,1,1,1
2,47.987788,2,0,2875.04109,4,2,3,2,1,3,3,21.550987,1,2,1,2,1.0,0,1,1
3,11.944142,3,0,668.291719,0,2,0,1,0,1,3,19.734724,1,0,1,2,1.0,0,1,0
3,36.205929,2,4,3739.701248,0,2,1,1,0,1,0,34.179161,1,1,0,2,1.0,0,1,0
3,16.781656,4,1,1607.693052,1,2,3,2,0,2,1,32.355176,1,1,1,2,1.0,1,1,0
3,19.272907,4,2,2619.260215,0,2,0,2,0,1,1,30.607233,1,1,1,1,1.0,1,1,1
3,18.037879,4,1,2422.74206,1,4,1,1,0,2,0,23.753277,1,0,1,2,1.0,1,1,0
0,5.624743,2,4,566.59663,1,3,1,2,0,2,1,50.744798,1,0,0,2,2.0,0,1,1
1,24.490817,2,4,1625.693519,0,2,3,2,0,3,0,34.095796,1,1,0,1,2.0,0,1,0
0,10.35063,4,0,1459.403827,0,2,2,2,0,1,3,33.48472,2,2,1,2,1.0,0,0,0
3,6.933901,4,0,1636.877627,2,4,3,2,0,3,2,48.335313,1,1,1,2,2.0,0,0,0
0,25.406614,3,3,4481.181175,4,4,2,2,0,3,2,38.530411,1,1,0,2,1.0,0,1,1
3,39.544969,2,4,10863.177205,0,2,0,0,1,1,1,41.430131,1,1,0,2,1.0,1,1,1
1,23.587733,2,3,2142.456222,0,3,3,1,0,3,2,21.487795,1,0,0,2,1.0,0,1,0
1,24.82387,2,9,1331.688568,0,2,3,2,0,1,0,45.4033,1,1,0,2,1.0,1,1,0
0,11.600684,1,0,1188.463188,0,1,3,1,0,3,3,32.712561,0,1,0,1,1.0,0,1,0
3,7.016579,3,0,2038.707186,4,3,1,2,0,1,1,61.077951,1,1,1,2,1.0,0,1,0
0,25.085418,2,10,2315.093122,0,2,3,1,0,3,2,21.790118,1,1,0,2,1.0,0,0,0
3,5.669411,4,0,1380.659382,2,4,1,2,0,1,0,28.007837,1,1,0,2,1.0,1,1,0
3,11.982906,2,3,591.129404,0,2,3,1,0,3,3,24.323468,1,1,0,2,2.0,0,1,1
0,48.971849,2,7,4190.7064,0,4,1,2,0,1,2,45.813367,1,1,0,1,1.0,0,0,1
0,42.88191,4,10,3125.162757,0,3,3,0,0,1,0,36.126854,0,0,1,2,1.0,1,1,1
3,23.9065,1,4,4458.669853,0,1,3,1,0,0,0,37.447528,2,0,1,2,2.0,0,1,0
3,6.883917,3,0,1604.249811,0,2,1,1,0,1,2,24.9805,1,1,0,1,1.0,1,1,0
3,11.786963,4,3,1733.033903,2,4,1,2,0,3,0,45.99329,0,1,1,2,1.0,1,1,0
1,19.500505,2,4,1463.121499,0,0,3,1,1,2,2,29.124061,1,1,0,2,1.0,0,1,0
3,28.976849,0,4,2469.466991,4,1,3,2,0,0,0,29.603964,0,1,0,2,2.0,0,1,0
3,23.890619,4,2,4025.205302,3,4,3,2,0,3,1,36.966109,1,1,0,2,1.0,0,1,0
0,35.987229,4,4,2708.916437,2,2,1,2,0,0,2,34.806965,1,1,1,2,1.0,1,1,0
3,11.13094,4,1,3233.161785,4,1,0,1,2,0,0,24.947592,1,0,1,1,1.0,0,0,0
0,17.657318,0,5,8833.991533,0,2,1,1,0,1,1,27.985884,0,1,0,2,1.0,0,1,0
1,11.790758,2,4,1096.771595,0,2,3,1,2,1,0,28.439367,1,1,0,2,1.0,1,1,0
0,53.226769,2,4,5548.808108,0,4,1,2,0,3,2,32.108787,1,1,0,2,1.0,0,1,1
0,10.827227,2,3,3696.081409,0,2,0,2,0,1,0,23.122656,1,0,0,2,1.0,0,1,0
1,15.244732,4,7,1581.022919,2,3,3,2,0,2,1,30.951156,1,1,1,3,1.0,1,1,0
3,12.503305,2,0,838.253335,0,4,3,1,2,3,0,62.940836,1,1,0,2,1.0,0,1,0
0,18.126573,3,1,2079.86729,4,3,3,2,0,3,3,30.868215,0,2,1,2,1.0,1,1,0
1,28.191687,2,0,2341.146914,4,4,2,2,0,3,2,55.942005,1,1,0,2,1.0,0,1,1
3,12.157291,3,10,1943.724712,3,2,1,2,0,1,3,40.302637,1,1,1,2,2.0,0,1,0
3,12.149069,4,0,2465.491729,2,2,0,2,0,3,2,21.514305,1,1,1,2,1.0,0,1,0
3,12.30117,1,1,1446.713694,4,2,2,3,0,1,2,23.168172,1,1,0,1,1.0,0,1,0
0,32.252532,2,0,823.39808,4,3,3,2,0,1,2,25.244334,1,1,0,1,1.0,0,1,0
1,23.544581,1,0,5899.151569,1,2,1,2,0,3,2,19.64546,1,0,1,1,1.0,1,1,0
3,12.142307,2,1,1016.750084,0,3,3,2,1,1,1,34.396622,1,1,0,2,1.0,0,1,1
3,40.687717,4,1,3329.019922,0,0,1,1,0,1,3,51.923734,1,2,1,2,1.0,1,1,0
1,48.916603,1,4,11100.580638,0,1,1,2,0,1,1,27.636567,2,1,3,2,1.0,0,1,1
1,25.131167,2,3,1695.220055,4,2,3,2,0,2,1,36.709742,1,1,0,2,1.0,1,1,0
3,6.029929,2,1,1327.826452,0,1,1,2,0,3,1,22.426435,1,1,0,2,1.0,0,1,0
1,18.186527,4,4,3972.616995,0,4,3,1,0,3,2,53.885554,1,1,0,2,1.0,0,1,0
3,25.110259,4,7,1235.802517,0,2,3,1,2,2,0,25.062532,1,1,1,2,1.0,1,1,1
3,11.633232,2,4,2836.509653,0,4,3,2,0,3,2,48.486397,1,1,0,2,2.0,0,1,1
3,23.371889,2,10,1480.60894,4,3,2,1,0,0,0,25.81383,1,1,0,1,1.0,0,1,1
1,25.109696,2,3,3059.149868,0,4,3,2,0,1,3,31.816105,1,2,0,2,1.0,1,1,0
3,23.778971,2,10,1301.187207,0,3,3,2,0,1,1,34.06544,1,1,0,2,1.0,0,1,0
0,56.186036,2,3,5996.819634,0,2,0,2,0,3,3,40.577883,1,2,0,2,1.0,0,1,0
1,51.114592,2,10,4297.232457,0,1,0,2,0,2,3,35.293468,1,2,0,3,2.0,0,1,0
3,18.9332,4,4,3321.10773,0,2,0,2,0,0,0,27.647984,1,1,1,2,2.0,1,1,0
2,23.394488,2,3,10255.394921,0,2,1,1,0,3,2,24.440464,1,1,0,2,1.0,1,1,0
1,24.701424,2,1,1457.845793,0,1,3,1,0,1,0,32.852338,1,0,0,3,1.0,1,1,1
3,18.07918,4,4,2494.545631,4,2,3,2,0,1,0,25.392697,1,1,0,1,2.0,0,1,0
3,11.888547,2,3,1261.371652,0,2,3,2,0,1,0,33.673492,1,0,0,2,1.0,0,1,0
3,13.864445,4,4,184.595088,1,4,3,2,0,3,2,23.672636,1,0,1,2,1.0,1,1,1
3,19.8444,2,4,10527.581162,0,3,2,3,0,2,2,31.994926,0,1,0,3,1.0,1,1,0
0,9.323609,4,0,659.113988,0,2,3,3,0,1,2,23.172884,1,1,1,1,1.0,0,1,1
0,47.1818,2,3,10651.461799,0,3,3,2,0,3,1,31.189051,1,1,0,3,1.0,1,1,0
2,12.654435,3,4,899.2788,0,2,2,0,0,3,1,68.33834,1,1,0,2,1.0,0,1,1
2,13.72498,2,3,1160.317106,0,2,3,4,0,2,2,45.075007,1,1,1,3,2.0,0,1,0
3,13.308009,2,3,2112.481424,0,2,1,2,0,2,2,23.031318,1,1,0,2,1.0,1,1,0
3,19.888102,4,0,3290.36636,3,1,2,1,0,2,3,26.120125,1,2,1,2,1.0,1,0,0
1,8.40997,4,4,1881.93874,0,3,0,2,0,2,1,43.691537,1,1,0,2,1.0,0,1,0
1,27.775691,2,3,734.144732,2,2,0,1,0,3,0,33.918887,1,1,0,1,1.0,0,1,0
1,11.914339,2,4,619.649608,4,1,3,1,0,1,2,31.370452,1,1,0,2,2.0,0,1,0
3,11.694327,2,0,2364.8525,4,1,1,3,2,0,0,38.522643,1,1,0,2,1.0,1,1,0
2,50.688568,4,0,3834.588184,3,3,0,3,0,3,0,31.479749,0,1,0,2,1.0,0,1,1
